CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
343492252,44,BRONX,12/31/2021,4:20:00,,,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1006717,244842,40.83868966,-73.91880636,"(40.838689661000046, -73.91880635699994)"
237523345,105,QUEENS,12/31/2021,20:57:00,12/31/2021,20:57:00,COMPLETED,,N.Y. POLICE DEPT,113,FELONY,,FORGERY,,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",STREET,12/31/2021,1057738,204079,40.72652938,-73.73486454,"(40.72652937700008, -73.73486453799995)"
495496948,52,BRONX,12/31/2021,4:52:00,12/31/2021,10:38:00,COMPLETED,,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,12/31/2021,1019141,259102,40.87778871,-73.8738322,"(40.87778870600005, -73.87383219999998)"
822360567,88,BROOKLYN,12/31/2021,14:15:00,12/31/2021,14:25:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,343,"LARCENY,PETIT OF BICYCLE",RESIDENCE - APT. HOUSE,12/31/2021,990275,189696,40.68735463,-73.97827669,"(40.68735463300004, -73.97827668799994)"
330713178,42,BRONX,12/31/2021,19:15:00,12/31/2021,19:20:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,STREET,12/31/2021,1012188,245084,40.83933827,-73.89903333,"(40.83933826800006, -73.89903332699998)"
291897853,103,QUEENS,12/31/2021,1:00:00,12/31/2021,3:00:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,443,"LARCENY,GRAND OF BICYCLE",RESIDENCE - APT. HOUSE,12/31/2021,1037509,195481,40.7030749,-73.80791637,"(40.70307489900005, -73.80791636699998)"
108927031,13,MANHATTAN,12/31/2021,20:10:00,,,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,990742,208935,40.74016078,-73.97657424,"(40.74016077500005, -73.97657424399995)"
909949237,20,MANHATTAN,12/31/2021,11:22:00,12/31/2021,11:30:00,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",CHAIN STORE,12/31/2021,989211,222871,40.77841252,-73.98208877,"(40.77841252300004, -73.98208876999998)"
572288072,42,BRONX,12/31/2021,14:30:00,12/31/2021,14:35:00,COMPLETED,,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,12/31/2021,1009342,239060,40.82281267,-73.90934131,"(40.82281266700004, -73.90934131299997)"
762154031,44,BRONX,12/31/2021,15:00:00,12/31/2021,17:00:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,12/31/2021,1003307,239962,40.82530348,-73.93114386,"(40.82530348200004, -73.93114385699994)"
213237433,18,MANHATTAN,12/31/2021,4:55:00,12/31/2021,5:16:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,637,"HARASSMENT,SUBD 1,CIVILIAN",HOTEL/MOTEL,12/31/2021,992329,216147,40.75995459,-73.97083869,"(40.75995459000006, -73.97083869099998)"
510786015,79,BROOKLYN,12/31/2021,17:00:00,12/31/2021,17:15:00,COMPLETED,,N.Y. HOUSING POLICE,117,FELONY,INSIDE,DANGEROUS DRUGS,,500,"CONTROLLED SUBSTANCE,POSSESS.",RESIDENCE - PUBLIC HOUSING,12/31/2021,999105,192881,40.69608631,-73.94643073,"(40.69608630900007, -73.94643073099996)"
438241396,115,QUEENS,12/31/2021,10:15:00,12/31/2021,10:23:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1016101,212030,40.7486008,-73.88504849,"(40.74860080000008, -73.88504848899998)"
887456454,61,BROOKLYN,12/31/2021,11:40:00,,,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",DRUG STORE,12/31/2021,996453,161424,40.60974776,-73.95605139,"(40.609747758000026, -73.95605139399999)"
911464026,113,QUEENS,12/31/2021,17:20:00,12/31/2021,17:30:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,FRONT OF,FELONY ASSAULT,,105,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,12/31/2021,1041960,185834,40.67656827,-73.79194599,"(40.67656826500007, -73.79194598699996)"
497679206,14,MANHATTAN,12/31/2021,23:50:00,12/31/2021,23:52:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,,GRAND LARCENY,,415,"LARCENY,GRAND FROM PERSON,PICK",STREET,12/31/2021,988650,214286,40.75484922,-73.98411999,"(40.754849215000036, -73.98411999099994)"
321348267,75,BROOKLYN,12/31/2021,0:30:00,12/31/2021,0:30:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,12/31/2021,1017179,178890,40.65763541,-73.88131994,"(40.65763540800003, -73.88131994199995)"
475327185,83,BROOKLYN,12/31/2021,9:00:00,,,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1003970,193919,40.69892587,-73.92888334,"(40.69892587400005, -73.92888333599996)"
242023393,62,BROOKLYN,12/31/2021,3:45:00,12/31/2021,4:00:00,COMPLETED,,N.Y. POLICE DEPT,105,FELONY,FRONT OF,ROBBERY,,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",BAR/NIGHT CLUB,12/31/2021,989562,159787,40.60526134,-73.98087115,"(40.60526133700006, -73.98087114899994)"
569140597,40,BRONX,12/31/2021,20:32:00,12/31/2021,20:58:00,ATTEMPTED,,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,409,"LARCENY,GRAND BY EXTORTION",STREET,12/31/2021,1009720,234676,40.81077874,-73.9079922,"(40.81077873900006, -73.90799219599995)"
493345829,28,MANHATTAN,12/31/2021,11:20:00,12/31/2021,11:24:00,COMPLETED,,N.Y. POLICE DEPT,105,FELONY,INSIDE,ROBBERY,,396,"ROBBERY,BEGIN AS SHOPLIFTING",DEPARTMENT STORE,12/31/2021,998954,233791,40.80837414,-73.94688582,"(40.80837413600005, -73.94688582299993)"
953272615,14,MANHATTAN,12/31/2021,14:25:00,12/31/2021,14:45:00,COMPLETED,,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",CHECK CASHING BUSINESS,12/31/2021,986631,214350,40.75502565,-73.99140739,"(40.755025653000075, -73.99140739099995)"
118324847,52,BRONX,12/31/2021,13:03:00,,,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,12/31/2021,1014480,253412,40.8621886,-73.89071248,"(40.86218859900004, -73.89071248199998)"
429622041,62,BROOKLYN,12/31/2021,18:30:00,12/31/2021,19:15:00,COMPLETED,,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",TRANSIT - NYC SUBWAY,12/31/2021,989317,162811,40.61356174,-73.98175121,"(40.61356174100007, -73.98175120699995)"
707607229,20,MANHATTAN,12/31/2021,10:05:00,12/31/2021,11:05:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,988158,223273,40.77951644,-73.9858906,"(40.779516436000044, -73.98589060299997)"
333316592,84,BROOKLYN,12/31/2021,8:00:00,12/31/2021,8:10:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,989333,194229,40.69979726,-73.9816699,"(40.69979726200007, -73.98166990199996)"
162879717,32,MANHATTAN,12/31/2021,0:52:00,12/31/2021,1:08:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,243,"BURGLARY,UNCLASSIFIED,NIGHT",RESIDENCE - APT. HOUSE,12/31/2021,999717,235173,40.81216604,-73.94412644,"(40.81216603900003, -73.94412643699997)"
672473146,104,QUEENS,12/31/2021,19:45:00,12/31/2021,20:00:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",LIQUOR STORE,12/31/2021,1013968,204334,40.72748462,-73.89278066,"(40.727484623000066, -73.89278065599996)"
511095332,121,STATEN ISLAND,12/31/2021,3:10:00,12/31/2021,3:25:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,947576,171979,40.6386515,-74.13214294,"(40.63865150000004, -74.13214294199997)"
631614431,102,QUEENS,12/31/2021,1:38:00,12/31/2021,1:47:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,213,"BURGLARY,COMMERCIAL,NIGHT",CHAIN STORE,12/31/2021,1029415,191271,40.69156446,-73.83713652,"(40.69156445900006, -73.837136522)"
467097039,62,BROOKLYN,12/31/2021,17:30:00,12/31/2021,17:35:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",STREET,12/31/2021,985153,161900,40.61106264,-73.99674915,"(40.611062636000035, -73.99674915199995)"
403580806,110,QUEENS,12/31/2021,16:19:00,12/31/2021,16:25:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,433,"LARCENY,GRAND FROM STORE-SHOPL",DEPARTMENT STORE,12/31/2021,1019826,206650,40.73381985,-73.87163312,"(40.73381985200007, -73.87163311999996)"
798696212,71,BROOKLYN,12/31/2021,15:30:00,12/31/2021,15:31:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",FAST FOOD,12/31/2021,997241,178748,40.65729734,-73.95318,"(40.65729734400003, -73.95318000399999)"
262133470,1,MANHATTAN,12/31/2021,1:20:00,12/31/2021,1:24:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED",BAR/NIGHT CLUB,12/31/2021,982903,202417,40.72227274,-74.00486096,"(40.72227273800007, -74.00486096199995)"
356347725,113,QUEENS,12/31/2021,23:25:00,12/31/2021,23:30:00,COMPLETED,,N.Y. POLICE DEPT,232,MISDEMEANOR,FRONT OF,POSSESSION OF STOLEN PROPERTY,,490,"STOLEN PROPERTY 3,POSSESSION",STREET,12/31/2021,1048992,184247,40.67216369,-73.76660965,"(40.67216368600003, -73.76660965499997)"
897332534,110,QUEENS,12/31/2021,12:00:00,12/31/2021,12:10:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,12/31/2021,1022582,211846,40.74807005,-73.86165909,"(40.74807004900003, -73.86165909499994)"
193243260,49,BRONX,12/31/2021,19:40:00,12/31/2021,20:06:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,321,"LARCENY,PETIT FROM AUTO",STREET,12/31/2021,1021145,253265,40.86175979,-73.86661769,"(40.86175979000007, -73.86661768999993)"
300395897,112,QUEENS,12/31/2021,17:00:00,12/31/2021,17:30:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1026411,206956,40.73463081,-73.84787069,"(40.73463080800008, -73.84787069299993)"
158697579,19,MANHATTAN,12/31/2021,13:59:00,12/31/2021,14:04:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,ST. CATHERINE'S PARK,101,ASSAULT 3,PARK/PLAYGROUND,12/31/2021,995858,217964,40.76493786,-73.95809693,"(40.76493786000003, -73.95809692699999)"
933620116,115,QUEENS,12/31/2021,12:10:00,12/31/2021,12:40:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,113,"MENACING,UNCLASSIFIED",COMMERCIAL BUILDING,12/31/2021,1014482,216088,40.75974466,-73.89087335,"(40.759744657000056, -73.89087334699997)"
409171436,123,STATEN ISLAND,12/31/2021,4:00:00,12/31/2021,4:30:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,OPPOSITE OF,GRAND LARCENY,,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",STREET,12/31/2021,937162,136630,40.5415765,-74.1694196,"(40.54157649600006, -74.16941960099996)"
209031913,94,BROOKLYN,12/31/2021,10:25:00,12/31/2021,10:30:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",FOOD SUPERMARKET,12/31/2021,997834,205148,40.72975834,-73.95098951,"(40.72975834300007, -73.95098951399994)"
397286749,81,BROOKLYN,12/31/2021,5:40:00,12/31/2021,5:46:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,STREET,12/31/2021,1006290,189051,40.68555887,-73.92053243,"(40.68555886700005, -73.92053243099997)"
754069904,52,BRONX,12/31/2021,16:33:00,,,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,221,"BURGLARY,RESIDENCE,DAY",RESIDENCE - APT. HOUSE,12/31/2021,1010728,252491,40.85967278,-73.90428052,"(40.85967278300007, -73.90428052199997)"
106593557,109,QUEENS,12/31/2021,3:18:00,12/31/2021,3:30:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,223,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE - APT. HOUSE,12/31/2021,1031412,214830,40.75621768,-73.82977027,"(40.75621767600006, -73.82977026999998)"
571900042,121,STATEN ISLAND,12/31/2021,17:50:00,12/31/2021,18:00:00,COMPLETED,,N.Y. POLICE DEPT,126,FELONY,OPPOSITE OF,MISCELLANEOUS PENAL LAW,,198,CRIMINAL CONTEMPT 1,STREET,12/31/2021,932430,155780,40.59411303,-74.1865916,"(40.59411302900003, -74.18659160499993)"
243614668,47,BRONX,12/31/2021,7:00:00,12/31/2021,7:20:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,113,"MENACING,UNCLASSIFIED",RESIDENCE-HOUSE,12/31/2021,1025800,259963,40.88012305,-73.84974731,"(40.88012304500006, -73.84974731099999)"
369533527,106,QUEENS,12/31/2021,23:15:00,12/31/2021,23:25:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,,FELONY ASSAULT,,105,STRANGULATION 1ST,STREET,12/31/2021,1025468,185499,40.67574092,-73.85140468,"(40.67574091700004, -73.85140467599996)"
856274861,46,BRONX,12/31/2021,13:45:00,12/31/2021,13:55:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",SMALL MERCHANT,12/31/2021,1008898,248865,40.8497258,-73.9109095,"(40.84972579600003, -73.91090950399997)"
344018166,7,MANHATTAN,12/31/2021,13:45:00,12/31/2021,13:48:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,12/31/2021,988049,200071,40.71583282,-73.98629728,"(40.71583281800008, -73.98629727799994)"
123171799,43,BRONX,12/31/2021,21:15:00,,,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,12/31/2021,1021342,237277,40.8178766,-73.86599391,"(40.81787660100008, -73.86599391299995)"
531514342,60,BROOKLYN,12/31/2021,10:00:00,12/31/2021,12:00:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE-HOUSE,12/31/2021,994592,150513,40.57980162,-73.96277063,"(40.57980162300004, -73.96277062799999)"
859045136,90,BROOKLYN,12/31/2021,9:15:00,12/31/2021,9:25:00,COMPLETED,,N.Y. HOUSING POLICE,344,MISDEMEANOR,REAR OF,ASSAULT 3 & RELATED OFFENSES,,113,"MENACING,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,12/31/2021,1000630,197598,40.70903068,-73.94091974,"(40.70903067600005, -73.94091974299994)"
656145569,40,BRONX,12/31/2021,19:08:00,12/31/2021,19:31:00,COMPLETED,,N.Y. HOUSING POLICE,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - PUBLIC HOUSING,12/31/2021,1007115,237715,40.81912707,-73.91739229,"(40.81912706800006, -73.91739228599994)"
535768621,114,QUEENS,12/31/2021,10:48:00,12/31/2021,11:18:00,COMPLETED,,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,12/31/2021,1002802,220836,40.77280891,-73.93302138,"(40.77280890800005, -73.93302138299998)"
278558331,25,MANHATTAN,12/31/2021,0:00:00,12/31/2021,0:18:00,COMPLETED,,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,,198,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,12/31/2021,1002426,231368,40.80171721,-73.93435039,"(40.80171720800007, -73.93435039399996)"
599843291,114,QUEENS,12/31/2021,2:00:00,12/31/2021,2:05:00,COMPLETED,,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,TRANSIT - NYC SUBWAY,12/31/2021,1004224,213277,40.7520583,-73.92790986,"(40.75205830300007, -73.92790985999993)"
450136183,105,QUEENS,12/31/2021,11:30:00,,,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",STREET,12/31/2021,1057767,203993,40.72629309,-73.73476085,"(40.726293088000034, -73.73476084899994)"
930980059,68,BROOKLYN,12/31/2021,2:30:00,12/31/2021,4:00:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,213,"BURGLARY,COMMERCIAL,NIGHT",COMMERCIAL BUILDING,12/31/2021,980100,170111,40.63359919,-74.01495333,"(40.633599194000055, -74.01495332799993)"
724850756,79,BROOKLYN,12/31/2021,1:15:00,12/31/2021,1:20:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,999921,190133,40.68854228,-73.94349443,"(40.68854227700007, -73.94349443199997)"
873402372,122,STATEN ISLAND,12/31/2021,14:50:00,12/31/2021,14:55:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,12/31/2021,940681,136218,40.54046362,-74.15675595,"(40.54046361800005, -74.15675594799995)"
289780076,42,BRONX,12/31/2021,9:54:00,12/31/2021,9:59:00,COMPLETED,,N.Y. POLICE DEPT,105,FELONY,OPPOSITE OF,ROBBERY,,397,"ROBBERY,OPEN AREA UNCLASSIFIED",STREET,12/31/2021,1009695,243535,40.83509425,-73.90804891,"(40.83509424700002, -73.90804891499994)"
661962395,106,QUEENS,12/31/2021,19:00:00,12/31/2021,21:54:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,223,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE-HOUSE,12/31/2021,1025547,185517,40.67578996,-73.85111976,"(40.67578995500002, -73.85111975999997)"
713891067,46,BRONX,12/31/2021,3:40:00,12/31/2021,3:45:00,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,12/31/2021,1008572,249380,40.85114022,-73.91208598,"(40.85114022100004, -73.91208598499998)"
432371969,111,QUEENS,12/31/2021,18:20:00,12/31/2021,18:30:00,COMPLETED,,N.Y. POLICE DEPT,113,FELONY,,FORGERY,,725,"FORGERY,M.V. REGISTRATION",STREET,12/31/2021,1044969,211420,40.74677541,-73.78086727,"(40.74677541300008, -73.78086726799995)"
441536420,20,MANHATTAN,12/31/2021,13:15:00,12/31/2021,13:18:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,FRONT OF,BURGLARY,,231,"BURGLARY,TRUCK DAY",STREET,12/31/2021,989923,222148,40.77642765,-73.97951856,"(40.77642765100006, -73.97951856199995)"
189344783,67,BROOKLYN,12/31/2021,18:09:00,12/31/2021,18:09:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,12/31/2021,999390,172259,40.63948303,-73.94544926,"(40.639483032000044, -73.94544926399993)"
747984421,43,BRONX,12/31/2021,21:40:00,12/31/2021,21:45:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,12/31/2021,1019791,242934,40.83340982,-73.87156746,"(40.833409820000035, -73.87156745799997)"
424428573,47,BRONX,12/31/2021,0:25:00,12/31/2021,0:40:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",STREET,12/31/2021,1022325,259342,40.87843427,-73.8623172,"(40.87843427000007, -73.86231719999995)"
214433303,102,QUEENS,12/31/2021,2:15:00,12/31/2021,2:15:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,213,"BURGLARY,COMMERCIAL,NIGHT",BEAUTY & NAIL SALON,12/31/2021,1022083,191389,40.69192272,-73.86357499,"(40.691922721000026, -73.86357499299999)"
297955503,40,BRONX,12/31/2021,13:00:00,12/31/2021,16:22:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,357,"LARCENY,PETIT OF VEHICLE ACCES",STREET,12/31/2021,1004814,236134,40.81479332,-73.92571043,"(40.81479332300006, -73.92571042999998)"
573316268,106,QUEENS,12/31/2021,22:30:00,12/31/2021,22:35:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,12/31/2021,1032301,187050,40.6799636,-73.82675974,"(40.67996360200004, -73.82675973799998)"
389302300,42,BRONX,12/31/2021,16:00:00,,,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,1009342,239060,40.82281267,-73.90934131,"(40.82281266700004, -73.90934131299997)"
364177613,83,BROOKLYN,12/31/2021,15:45:00,12/31/2021,16:31:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,637,"HARASSMENT,SUBD 1,CIVILIAN",BAR/NIGHT CLUB,12/31/2021,1010288,189674,40.687258,-73.90611456,"(40.68725800100003, -73.906114555)"
958156048,24,MANHATTAN,12/31/2021,15:05:00,12/31/2021,15:08:00,COMPLETED,,N.Y. POLICE DEPT,348,MISDEMEANOR,,VEHICLE AND TRAFFIC LAWS,,916,LEAVING SCENE-ACCIDENT-PERSONA,STREET,12/31/2021,992327,229267,40.79596554,-73.97083014,"(40.79596553700002, -73.97083014199995)"
582038935,75,BROOKLYN,12/31/2021,8:40:00,12/31/2021,8:45:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,12/31/2021,1014786,185803,40.67661862,-73.88991338,"(40.676618619000074, -73.88991338499993)"
894703809,84,BROOKLYN,12/31/2021,12:23:00,12/31/2021,12:27:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,12/31/2021,988345,190886,40.69062201,-73.9852351,"(40.690622013000045, -73.98523509799998)"
723115119,81,BROOKLYN,12/31/2021,21:54:00,12/31/2021,21:55:00,COMPLETED,,N.Y. HOUSING POLICE,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,639,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,12/31/2021,1004899,187202,40.68048714,-73.92555358,"(40.680487139000036, -73.92555358299995)"
807892278,43,BRONX,12/31/2021,22:22:00,12/31/2021,22:25:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,1017215,240131,40.82572638,-73.88089007,"(40.82572638400006, -73.880890073)"
787728957,46,BRONX,12/31/2021,4:02:00,12/31/2021,5:09:00,COMPLETED,,N.Y. POLICE DEPT,111,FELONY,FRONT OF,POSSESSION OF STOLEN PROPERTY,,494,"STOLEN PROPERTY 2,1,POSSESSION",STREET,12/31/2021,1005905,248764,40.84945643,-73.92172824,"(40.849456428000046, -73.921728235)"
