CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
498132595,1,MANHATTAN,12/31/2021,14:54:00,12/31/2021,15:16:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,433,"LARCENY,GRAND FROM STORE-SHOPL",CLOTHING/BOUTIQUE,12/31/2021,983793,202885,40.72355738,-74.00165018,"(40.72355737600003, -74.00165017899997)"
479552669,79,BROOKLYN,12/31/2021,1:16:00,12/31/2021,1:20:00,COMPLETED,,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,12/31/2021,999921,190133,40.68854228,-73.94349443,"(40.68854227700007, -73.94349443199997)"
754075641,68,BROOKLYN,12/31/2021,0:30:00,12/31/2021,0:49:00,COMPLETED,,N.Y. POLICE DEPT,347,MISDEMEANOR,FRONT OF,INTOXICATED & IMPAIRED DRIVING,,905,"INTOXICATED DRIVING,ALCOHOL",STREET,12/31/2021,980244,170356,40.63427173,-74.01443466,"(40.63427173300005, -74.01443466099995)"
233269059,67,BROOKLYN,12/31/2021,15:43:00,12/31/2021,15:46:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,,BURGLARY,,231,"BURGLARY,TRUCK DAY",STREET,12/31/2021,1006288,176356,40.65071394,-73.92058114,"(40.650713935000056, -73.92058114099996)"
833348255,115,QUEENS,12/31/2021,17:00:00,12/31/2021,17:23:00,COMPLETED,,N.Y. POLICE DEPT,347,MISDEMEANOR,FRONT OF,INTOXICATED & IMPAIRED DRIVING,,905,"INTOXICATED DRIVING,ALCOHOL",STREET,12/31/2021,1020676,212952,40.75111379,-73.86853196,"(40.75111379400005, -73.86853195599997)"
565973268,25,MANHATTAN,12/31/2021,14:30:00,12/31/2021,15:00:00,COMPLETED,,N.Y. HOUSING POLICE,118,FELONY,INSIDE,DANGEROUS WEAPONS,,792,WEAPONS POSSESSION 1 & 2,RESIDENCE - PUBLIC HOUSING,12/31/2021,1001769,234797,40.81113019,-73.93671451,"(40.811130194000036, -73.93671450599999)"
622137400,32,MANHATTAN,12/31/2021,22:17:00,12/31/2021,22:20:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,999900,238685,40.82180517,-73.94345715,"(40.82180517200004, -73.94345715499998)"
868717641,32,MANHATTAN,12/31/2021,21:52:00,12/31/2021,21:58:00,COMPLETED,,N.Y. HOUSING POLICE,235,MISDEMEANOR,INSIDE,DANGEROUS DRUGS,,511,"CONTROLLED SUBSTANCE, POSSESSI",RESIDENCE - PUBLIC HOUSING,12/31/2021,998842,235649,40.81347402,-73.94728636,"(40.81347401500005, -73.94728636499997)"
181867051,1,MANHATTAN,12/31/2021,7:00:00,12/31/2021,7:05:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,221,"BURGLARY,RESIDENCE,DAY",RESIDENCE - APT. HOUSE,12/31/2021,983703,203890,40.72631585,-74.00197496,"(40.72631585200002, -74.00197495599997)"
846212568,75,BROOKLYN,12/31/2021,18:45:00,12/31/2021,19:00:00,COMPLETED,,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,596,OBSCENE MATERIAL - UNDER 17 YE,RESIDENCE - APT. HOUSE,12/31/2021,1017141,183798,40.67110691,-73.88143296,"(40.67110691100004, -73.88143295699997)"
121416773,107,QUEENS,12/31/2021,8:50:00,12/31/2021,8:55:00,COMPLETED,,N.Y. POLICE DEPT,348,MISDEMEANOR,,VEHICLE AND TRAFFIC LAWS,,916,LEAVING SCENE-ACCIDENT-PERSONA,HIGHWAY/PARKWAY,12/31/2021,1036860,200085,40.71571564,-73.81022108,"(40.71571564300007, -73.810221083)"
702116328,52,BRONX,12/31/2021,13:30:00,12/31/2021,13:49:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,FRONT OF,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",STREET,12/31/2021,1015478,257490,40.87337799,-73.88708546,"(40.87337798700002, -73.88708546399994)"
992018333,48,BRONX,12/31/2021,15:55:00,12/31/2021,15:58:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,419,"LARCENY,GRAND FROM PERSON,UNCL",STREET,12/31/2021,1017251,252411,40.85943123,-73.88069957,"(40.859431234000056, -73.88069956699997)"
540929797,83,BROOKLYN,12/31/2021,20:56:00,,,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1003920,192322,40.69454259,-73.92906832,"(40.69454259200006, -73.92906831899995)"
341624575,25,MANHATTAN,12/31/2021,12:37:00,,,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",OTHER,12/31/2021,1002271,229536,40.79668919,-73.93491516,"(40.79668918600004, -73.93491516499995)"
307663737,7,MANHATTAN,12/31/2021,18:04:00,12/31/2021,18:11:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,12/31/2021,988049,200071,40.71583282,-73.98629728,"(40.71583281800008, -73.98629727799994)"
963250704,32,MANHATTAN,12/31/2021,13:08:00,12/31/2021,13:11:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,1001154,240559,40.82694646,-73.93892166,"(40.826946459000055, -73.93892166499995)"
529029023,72,BROOKLYN,12/31/2021,2:55:00,12/31/2021,3:09:00,COMPLETED,,N.Y. POLICE DEPT,236,MISDEMEANOR,FRONT OF,DANGEROUS WEAPONS,,782,"WEAPONS, POSSESSION, ETC",STREET,12/31/2021,979405,173057,40.64168498,-74.01745943,"(40.64168498400005, -74.01745943499998)"
808045855,43,BRONX,12/31/2021,4:50:00,12/31/2021,4:59:00,COMPLETED,,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,398,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,12/31/2021,1017689,241175,40.82859008,-73.87917218,"(40.82859008200006, -73.87917218299998)"
861876123,109,QUEENS,12/31/2021,12:30:00,12/31/2021,12:34:00,COMPLETED,,N.Y. POLICE DEPT,105,FELONY,,ROBBERY,,380,"ROBBERY,CAR JACKING",STREET,12/31/2021,1034223,226997,40.78959741,-73.81953352,"(40.789597405000045, -73.81953352199997)"
271003541,121,STATEN ISLAND,12/31/2021,16:20:00,12/31/2021,16:30:00,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,12/31/2021,936722,172119,40.63898418,-74.1712523,"(40.63898417600007, -74.17125230499995)"
813606440,5,MANHATTAN,12/31/2021,0:05:00,12/31/2021,0:05:00,COMPLETED,,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,TRANSIT - NYC SUBWAY,12/31/2021,983728,201372,40.71940455,-74.00188456,"(40.719404551000025, -74.00188456299998)"
350574378,13,MANHATTAN,12/31/2021,22:35:00,12/31/2021,22:40:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,,FELONY ASSAULT,,105,STRANGULATION 1ST,STREET,12/31/2021,986759,208760,40.73968247,-73.99094747,"(40.73968246900005, -73.99094746999998)"
156781312,109,QUEENS,12/31/2021,19:15:00,,,COMPLETED,,N.Y. POLICE DEPT,348,MISDEMEANOR,,VEHICLE AND TRAFFIC LAWS,,916,LEAVING SCENE-ACCIDENT-PERSONA,HIGHWAY/PARKWAY,12/31/2021,1032051,217053,40.7623158,-73.827448,"(40.762315800000074, -73.82744800199998)"
443472497,6,MANHATTAN,12/31/2021,18:30:00,12/31/2021,18:40:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,,GRAND LARCENY,WASHINGTON SQUARE PARK,417,"LARCENY,GRAND FROM PERSON,PURS",PARK/PLAYGROUND,12/31/2021,985480,205496,40.73072386,-73.99556346,"(40.73072386300004, -73.99556346499998)"
787754357,105,QUEENS,12/31/2021,1:40:00,12/31/2021,1:45:00,COMPLETED,,N.Y. POLICE DEPT,105,FELONY,FRONT OF,ROBBERY,,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,12/31/2021,1048329,180247,40.66118944,-73.76903775,"(40.66118943600002, -73.76903774599998)"
907937385,121,STATEN ISLAND,12/31/2021,22:00:00,12/31/2021,22:05:00,COMPLETED,,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,,198,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,12/31/2021,945672,170665,40.63503677,-74.13899579,"(40.635036765000045, -74.13899579299994)"
304198729,14,MANHATTAN,12/31/2021,20:30:00,12/31/2021,20:34:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,,GRAND LARCENY,,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",STREET,12/31/2021,988650,214286,40.75484922,-73.98411999,"(40.754849215000036, -73.98411999099994)"
191950772,66,BROOKLYN,12/31/2021,11:40:00,12/31/2021,11:57:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,986771,168542,40.62929323,-73.99091921,"(40.62929323400005, -73.99091920699995)"
286937182,79,BROOKLYN,12/31/2021,17:25:00,12/31/2021,17:30:00,COMPLETED,,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,12/31/2021,1000864,193009,40.69643451,-73.94008704,"(40.696434512000046, -73.94008703999998)"
494251642,75,BROOKLYN,12/31/2021,8:37:00,12/31/2021,8:40:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",STREET,12/31/2021,1012775,184491,40.67302418,-73.89716897,"(40.67302418400004, -73.89716896599998)"
628839028,123,STATEN ISLAND,12/31/2021,11:15:00,12/31/2021,11:45:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,433,"LARCENY,GRAND FROM STORE-SHOPL",DEPARTMENT STORE,12/31/2021,918344,131762,40.52809493,-74.2370773,"(40.52809493000007, -74.23707729599995)"
402920029,79,BROOKLYN,12/31/2021,17:00:00,12/31/2021,17:55:00,COMPLETED,,N.Y. POLICE DEPT,126,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,,198,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,12/31/2021,998931,191348,40.69187887,-73.94706156,"(40.69187886900005, -73.94706155799997)"
767319975,30,MANHATTAN,12/31/2021,18:00:00,12/31/2021,18:11:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",STREET,12/31/2021,997610,239802,40.82487478,-73.95172882,"(40.82487478100006, -73.95172882299995)"
891747865,73,BROOKLYN,12/31/2021,14:15:00,12/31/2021,14:16:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,FRONT OF,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",OTHER,12/31/2021,1010184,182785,40.66834957,-73.90651606,"(40.66834956600008, -73.90651606299997)"
141719248,7,MANHATTAN,12/31/2021,21:00:00,12/31/2021,21:05:00,COMPLETED,,N.Y. HOUSING POLICE,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,,198,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,12/31/2021,989627,198416,40.71128942,-73.98060626,"(40.711289419000025, -73.98060626499995)"
763777364,79,BROOKLYN,12/31/2021,5:06:00,12/31/2021,6:05:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,223,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE-HOUSE,12/31/2021,999555,192534,40.69513311,-73.94480871,"(40.69513310800004, -73.94480871299999)"
131823890,52,BRONX,12/31/2021,12:25:00,12/31/2021,12:30:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,STREET,12/31/2021,1013311,254567,40.86536265,-73.89493369,"(40.865362649000076, -73.89493369499998)"
417497778,71,BROOKLYN,12/31/2021,20:16:00,12/31/2021,20:25:00,COMPLETED,,N.Y. POLICE DEPT,118,FELONY,FRONT OF,DANGEROUS WEAPONS,,793,WEAPONS POSSESSION 3,STREET,12/31/2021,998276,180908,40.66322449,-73.94944522,"(40.66322449000006, -73.94944522199995)"
767847960,62,BROOKLYN,12/31/2021,15:00:00,12/31/2021,15:10:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,,113,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,12/31/2021,984894,158921,40.60288591,-73.99768226,"(40.602885911000044, -73.99768226299993)"
551503902,19,MANHATTAN,12/31/2021,3:45:00,12/31/2021,3:46:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,213,"BURGLARY,COMMERCIAL,NIGHT",RESTAURANT/DINER,12/31/2021,992326,218281,40.76581187,-73.97084696,"(40.76581187400007, -73.97084695699994)"
793477937,121,STATEN ISLAND,12/31/2021,8:00:00,12/31/2021,8:05:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,12/31/2021,946303,171048,40.63609074,-74.13672449,"(40.63609074400005, -74.13672449299997)"
227565742,13,MANHATTAN,12/31/2021,10:10:00,,,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,12/31/2021,986565,210516,40.74450231,-73.99164693,"(40.744502305000026, -73.99164693399997)"
807804566,70,BROOKLYN,12/31/2021,11:47:00,12/31/2021,11:54:00,COMPLETED,,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,12/31/2021,997240,171734,40.63804543,-73.95319711,"(40.63804543300005, -73.95319711499997)"
939410826,33,MANHATTAN,12/31/2021,11:00:00,12/31/2021,11:38:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,1000767,248387,40.84843278,-73.94030075,"(40.848432780000046, -73.94030074799997)"
703155054,72,BROOKLYN,12/31/2021,1:00:00,12/31/2021,6:00:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,213,"BURGLARY,COMMERCIAL,NIGHT",RESTAURANT/DINER,12/31/2021,990866,177226,40.65312684,-73.97615792,"(40.65312684400004, -73.97615791599996)"
340112087,112,QUEENS,12/31/2021,3:10:00,12/31/2021,3:20:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,12/31/2021,1020818,205773,40.73140866,-73.86805847,"(40.73140865800008, -73.86805847299998)"
710950222,40,BRONX,12/31/2021,9:10:00,12/31/2021,9:40:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1007667,238491,40.82125552,-73.91539525,"(40.82125552300005, -73.91539525299999)"
314601912,43,BRONX,12/31/2021,2:14:00,,,COMPLETED,,N.Y. POLICE DEPT,359,MISDEMEANOR,FRONT OF,OFFENSES AGAINST PUBLIC ADMINI,,749,VIOLATION OF ORDER OF PROTECTI,RESTAURANT/DINER,12/31/2021,1017041,241106,40.82840313,-73.88151401,"(40.82840312600007, -73.88151401499994)"
458461169,14,MANHATTAN,12/31/2021,11:50:00,12/31/2021,11:52:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,STREET,12/31/2021,985927,213077,40.75153175,-73.99394875,"(40.75153175200006, -73.99394874899998)"
952316614,73,BROOKLYN,12/31/2021,15:00:00,12/31/2021,15:10:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,1010492,179122,40.65829454,-73.90542006,"(40.658294539000046, -73.90542005999998)"
238915774,107,QUEENS,12/31/2021,16:02:00,12/31/2021,16:08:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,REAR OF,GRAND LARCENY,,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",FAST FOOD,12/31/2021,1037557,199964,40.71537936,-73.80770776,"(40.71537935500004, -73.80770775699995)"
154334216,49,BRONX,12/31/2021,17:30:00,12/31/2021,17:33:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,113,"MENACING,UNCLASSIFIED",RESIDENCE-HOUSE,12/31/2021,1023679,250620,40.85448911,-73.85747228,"(40.85448911300006, -73.85747228199995)"
427050378,115,QUEENS,12/31/2021,10:15:00,12/31/2021,10:23:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,RESIDENCE - APT. HOUSE,12/31/2021,1016101,212030,40.7486008,-73.88504849,"(40.74860080000008, -73.88504848899998)"
916310638,122,STATEN ISLAND,12/31/2021,1:20:00,12/31/2021,1:30:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",GROCERY/BODEGA,12/31/2021,952820,145880,40.56703527,-74.11312666,"(40.56703526500007, -74.113126659)"
493235014,101,QUEENS,12/31/2021,8:15:00,12/31/2021,8:20:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,1047410,156429,40.59582086,-73.77257302,"(40.595820856000046, -73.77257302099997)"
327595565,34,MANHATTAN,12/31/2021,2:30:00,12/31/2021,2:40:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,1004275,249564,40.85165604,-73.92761757,"(40.851656037000055, -73.92761756999994)"
742285336,73,BROOKLYN,12/31/2021,15:15:00,12/31/2021,15:20:00,COMPLETED,,N.Y. POLICE DEPT,359,MISDEMEANOR,FRONT OF,OFFENSES AGAINST PUBLIC ADMINI,,748,"CONTEMPT,CRIMINAL",RESIDENCE - APT. HOUSE,12/31/2021,1007011,183338,40.66987615,-73.91795203,"(40.669876153000075, -73.91795203499998)"
237036428,50,BRONX,12/31/2021,4:05:00,12/31/2021,4:15:00,COMPLETED,,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,223,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE - APT. HOUSE,12/31/2021,1008786,261655,40.88483076,-73.91126751,"(40.884830755000046, -73.91126750699993)"
587458117,52,BRONX,12/31/2021,18:55:00,12/31/2021,19:00:00,COMPLETED,,N.Y. POLICE DEPT,105,FELONY,FRONT OF,ROBBERY,,384,"ROBBERY,POCKETBOOK/CARRIED BAG",STREET,12/31/2021,1013953,255677,40.86840712,-73.89260768,"(40.86840712200007, -73.89260767699994)"
909422931,24,MANHATTAN,12/31/2021,5:31:00,12/31/2021,5:36:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,12/31/2021,992418,229368,40.79624267,-73.97050136,"(40.79624267100007, -73.97050135799998)"
771945076,104,QUEENS,12/31/2021,1:55:00,12/31/2021,2:09:00,COMPLETED,,N.Y. POLICE DEPT,118,FELONY,FRONT OF,DANGEROUS WEAPONS,,792,WEAPONS POSSESSION 1 & 2,STREET,12/31/2021,1018531,204301,40.72737754,-73.87631781,"(40.72737754000008, -73.87631780899994)"
447443260,7,MANHATTAN,12/31/2021,13:20:00,12/31/2021,13:25:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,OPPOSITE OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,990090,201444,40.71960026,-73.97893357,"(40.719600263000075, -73.97893356899993)"
719151437,43,BRONX,12/31/2021,23:15:00,,,COMPLETED,,N.Y. POLICE DEPT,118,FELONY,FRONT OF,DANGEROUS WEAPONS,,793,WEAPONS POSSESSION 3,STREET,12/31/2021,1020384,241099,40.82837087,-73.86943443,"(40.82837087000007, -73.86943442999996)"
823925089,110,QUEENS,12/31/2021,18:08:00,12/31/2021,18:15:00,COMPLETED,,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,,101,ASSAULT 3,STREET,12/31/2021,1016282,211662,40.74759008,-73.884397,"(40.74759008000007, -73.88439699899999)"
556983188,28,MANHATTAN,12/31/2021,13:45:00,12/31/2021,13:55:00,COMPLETED,,N.Y. HOUSING POLICE,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,339,"LARCENY,PETIT FROM OPEN AREAS,",RESIDENCE - PUBLIC HOUSING,12/31/2021,997423,232222,40.80407008,-73.95241937,"(40.804070078000045, -73.95241937099996)"
221204518,103,QUEENS,12/31/2021,21:20:00,12/31/2021,21:25:00,COMPLETED,,N.Y. POLICE DEPT,340,MISDEMEANOR,,FRAUDS,,707,"IMPERSONATION 2, PUBLIC SERVAN",STREET,12/31/2021,1043991,193406,40.69733814,-73.78455674,"(40.69733813800008, -73.78455673899998)"
532372048,49,BRONX,12/31/2021,14:25:00,12/31/2021,14:30:00,COMPLETED,,N.Y. POLICE DEPT,348,MISDEMEANOR,,VEHICLE AND TRAFFIC LAWS,,916,LEAVING SCENE-ACCIDENT-PERSONA,STREET,12/31/2021,1020821,249278,40.85081803,-73.86781077,"(40.85081802500007, -73.86781077299997)"
469621255,49,BRONX,12/31/2021,18:30:00,12/31/2021,18:56:00,COMPLETED,,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,12/31/2021,1022084,251879,40.85795167,-73.86323082,"(40.85795166600008, -73.86323082199993)"
317469709,120,STATEN ISLAND,12/31/2021,7:10:00,12/31/2021,9:30:00,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,12/31/2021,963342,167607,40.62670254,-74.07532235,"(40.62670253800008, -74.07532235299993)"
257969105,75,BROOKLYN,12/31/2021,19:10:00,12/31/2021,19:15:00,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,12/31/2021,1016390,179478,40.65925224,-73.88416082,"(40.659252236000036, -73.88416082099997)"
226041345,61,BROOKLYN,12/31/2021,6:20:00,12/31/2021,6:27:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,357,"LARCENY,PETIT OF VEHICLE ACCES",STREET,12/31/2021,999411,162815,40.6135612,-73.94539481,"(40.61356120000005, -73.94539480799993)"
461113169,44,BRONX,12/31/2021,0:16:00,12/31/2021,0:20:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESTAURANT/DINER,12/31/2021,1010688,245851,40.84144808,-73.90445131,"(40.841448077000045, -73.90445130899997)"
707977964,62,BROOKLYN,12/31/2021,12:55:00,12/31/2021,13:00:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,12/31/2021,987544,165580,40.62116291,-73.98813582,"(40.62116290900008, -73.98813581699994)"
815615458,23,MANHATTAN,12/31/2021,10:50:00,12/31/2021,11:00:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,1001162,228309,40.7933236,-73.93892362,"(40.79332359600005, -73.938923619)"
288297339,60,BROOKLYN,12/31/2021,20:00:00,12/31/2021,20:06:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,343,"LARCENY,PETIT OF BICYCLE",STREET,12/31/2021,993627,152877,40.58629141,-73.96624131,"(40.586291409000076, -73.96624131199997)"
689016873,46,BRONX,12/31/2021,15:00:00,12/31/2021,15:26:00,COMPLETED,,N.Y. POLICE DEPT,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,12/31/2021,1009891,249195,40.85062872,-73.90731897,"(40.85062872000003, -73.90731897499995)"
680145260,7,MANHATTAN,12/31/2021,11:30:00,12/31/2021,11:41:00,COMPLETED,,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,333,"LARCENY,PETIT FROM STORE-SHOPL",FOOD SUPERMARKET,12/31/2021,987827,199827,40.71516319,-73.98709823,"(40.71516318900007, -73.98709822999997)"
131665660,107,QUEENS,12/31/2021,17:00:00,12/31/2021,17:15:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,12/31/2021,1033289,199765,40.71485784,-73.82310507,"(40.71485783500003, -73.82310506799998)"
